PMID,Genes,Mutations,Diseases,Chemicals,Species,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
11057908,ORF-1>1115973 ; ORF-4>1115988,No Data,No Data,No Data,Bacillus sp>1409;Bacillus halodurans C-125>272558;Bacillus subtilis>1423;Sinorhizobium>382;Rhizobium) meliloti>382;Staphylococcus aureus>1280;B. subtilis>1423,The Na+/H+ antiporter of alkaliphilic Bacillus sp,"Kitada M, Kosono S, Kudo T.",Extremophiles. 2000 Oct;4(5):253-8. doi: 10.1007/s007920070010.,Kitada M,Extremophiles,2000,2000/11/01,,,10.1007/s007920070010
36916005,protein B>10536 ; PRB>10536,No Data,No Data,TMAO>MESH:C005855;trimethylamine N-oxide>MESH:C005855;urea>MESH:D014508;hydrogen>MESH:D006859,No Data,TMAO: Protecting proteins from feeling the heat,"Boob MM, Sukenik S, Gruebele M, Pogorelov TV.",Biophys J. 2023 Apr 4;122(7):1414-1422. doi: 10.1016/j.bpj.2023.03.008. Epub 2023 Mar 13.,Boob MM,Biophys J,2023,2023/03/14,PMC10111349,,10.1016/j.bpj.2023.03.008
29857102,No Data,No Data,polyextremophilic>No Data,salt>MESH:D012492,No Data,Operative utility of salt-stable proteases of halophilic and halotolerant bacteria in the biotechnology sector,"Mokashe N, Chaudhari B, Patil U.",Int J Biol Macromol. 2018 Oct 1;117:493-522. doi: 10.1016/j.ijbiomac.2018.05.217. Epub 2018 May 30.,Mokashe N,Int J Biol Macromol,2018,2018/06/02,,,10.1016/j.ijbiomac.2018.05.217
28418707,No Data,No Data,extremophilic photosynthetic>No Data ; stress>MESH:D000079225 ; radiation damage>MESH:D011832 ; Extremophiles-Stress-High temperatures-UV radiation-Desiccation>MESH:D000079225,Water>MESH:D014867;water>MESH:D014867;fluorescein diacetate>MESH:C018506,No Data,Liquid Water Restricts Habitability in Extreme Deserts,"Cockell CS, Brown S, Landenmark H, Samuels T, Siddall R, Wadsworth J.",Astrobiology. 2017 Apr;17(4):309-318. doi: 10.1089/ast.2016.1580.,Cockell CS,Astrobiology,2017,2017/04/19,,,10.1089/ast.2016.1580
30888506,No Data,No Data,Navicymbula pusilla>No Data ; fragile habitats>MESH:D005600,No Data,No Data,Alkaline soda Lake Velika Rusanda (Serbia): the first insight into diatom diversity of this extreme saline lake,"Vidaković D, Krizmanić J, Dojčinović BP, Pantelić A, Gavrilović B, Živanović M, Novaković B, Ćirić M.",Extremophiles. 2019 May;23(3):347-357. doi: 10.1007/s00792-019-01088-6. Epub 2019 Mar 19.,Vidaković D,Extremophiles,2019,2019/03/20,,,10.1007/s00792-019-01088-6
36260502,No Data,No Data,alkalithermotolerans>No Data ; alkaliphilic>No Data ; alkaliphilic Methanobacterium alcaliphilum>No Data,hydrogen>MESH:D006859;methane>MESH:D008697;carbon dioxide>MESH:D002245;carbon>MESH:D002244;NaCl>MESH:D012965;novobiocin>MESH:D009675;streptomycin>MESH:D013307;vancomycin>MESH:D014640;ampicillin>MESH:D000667;penicillin>MESH:D010406,yeast>4932;M. alcaliphilum>392018,"Methanobacterium alkalithermotolerans sp. nov., a novel alkaliphilic and hydrogen-utilizing methanogen isolated from an alkaline geothermal spring (La Crouen, New Caledonia)","Mei N, Postec A, Bartoli M, Vandecasteele C, Wils L, Gil L, Monnin C, Pelletier B, Erauso G, Quéméneur M.",Int J Syst Evol Microbiol. 2022 Oct;72(10). doi: 10.1099/ijsem.0.005554.,Mei N,Int J Syst Evol Microbiol,2022,2022/10/19,,,10.1099/ijsem.0.005554
35398716,No Data,No Data,depression>MESH:D000275,chlorophyll>MESH:D002734;QTP>-;water>MESH:D014867;nitrogen>MESH:D009584,Hedysarum multijugum>1402425;Peganum harmala>43879;Setaria viridis>4556,Leaf physiological traits of plants from the Qinghai-Tibet Plateau and other arid sites in China: Identifying susceptible species and well-adapted extremophiles,"Flexas J, Zhang Y, Gulías J, Xiong D, Carriquí M, Baraza E, Du T, Lei Z, Meng H, Dou H, Ribas-Carbo M, Xiang D, Xu W.",J Plant Physiol. 2022 May;272:153689. doi: 10.1016/j.jplph.2022.153689. Epub 2022 Mar 31.,Flexas J,J Plant Physiol,2022,2022/04/10,,,10.1016/j.jplph.2022.153689
24846742,No Data,No Data,No Data,alkaline>-;saline>MESH:D012965;chloroform>MESH:D002725;alkaline saline>-,No Data,Bacterial colonization of a fumigated alkaline saline soil,"Bello-López JM, Domínguez-Mendoza CA, de León-Lorenzana AS, Delgado-Balbuena L, Navarro-Noya YE, Gómez-Acata S, Rodríguez-Valentín A, Ruíz-Valdiviezo VM, Luna-Guido M, Verhulst N, Govaerts B, Dendooven L.",Extremophiles. 2014 Jul;18(4):733-43. doi: 10.1007/s00792-014-0653-x. Epub 2014 May 21.,Bello-López JM,Extremophiles,2014,2014/05/22,,,10.1007/s00792-014-0653-x
36414646,No Data,No Data,dryness>MESH:D014987,NaCl>MESH:D012965;MAGs>MESH:C035408;glycerol>MESH:D005990,metagenome>256318,Adaptations of endolithic communities to abrupt environmental changes in a hyper-arid desert,"Perez-Fernandez CA, Wilburn P, Davila A, DiRuggiero J.",Sci Rep. 2022 Nov 21;12(1):20022. doi: 10.1038/s41598-022-23437-w.,Perez-Fernandez CA,Sci Rep,2022,2022/11/22,PMC9681764,,10.1038/s41598-022-23437-w
27900683,Ikka>1147,No Data,Cold>MESH:D000067390 ; cold>MESH:D000067390 ; permanently cold>MESH:D003638,No Data,No Data,Constructing and Screening a Metagenomic Library of a Cold and Alkaline Extreme Environment,"Glaring MA, Vester JK, Stougaard P.",Methods Mol Biol. 2017;1539:43-55. doi: 10.1007/978-1-4939-6691-2_4.,Glaring MA,Methods Mol Biol,2017,2016/12/01,,,10.1007/978-1-4939-6691-2_4
26090360,No Data,No Data,Alkaliphilic>No Data ; Alkaliphilic bacteria>MESH:C537702 ; alkaliphilic bacteria>MESH:C537702,ATP>MESH:D000255,No Data,"Alkaliphilic Bacteria with Impact on Industrial Applications, Concepts of Early Life Forms, and Bioenergetics of ATP Synthesis","Preiss L, Hicks DB, Suzuki S, Meier T, Krulwich TA.",Front Bioeng Biotechnol. 2015 Jun 3;3:75. doi: 10.3389/fbioe.2015.00075. eCollection 2015.,Preiss L,Front Bioeng Biotechnol,2015,2015/06/20,PMC4453477,,10.3389/fbioe.2015.00075
27240670,No Data,No Data,No Data,SDS>MESH:D012967;xylan>MESH:D014990;arabinoxylan>MESH:C085118;avicel>MESH:D002482;carboxymethylcellulose>MESH:D002266;arabinan>MESH:C030080;Xylooligosaccharides>MESH:C570991;xylobiose>MESH:C004173;xylotetraose>-;carbohydrate>MESH:D002241,Microcella alkaliphila>279828;spelt>58933,"A high-molecular-weight, alkaline, and thermostable β-1,4-xylanase of a subseafloor Microcella alkaliphila","Kuramochi K, Uchimura K, Kurata A, Kobayashi T, Hirose Y, Miura T, Kishimoto N, Usami R, Horikoshi K.",Extremophiles. 2016 Jul;20(4):471-8. doi: 10.1007/s00792-016-0837-7. Epub 2016 May 30.,Kuramochi K,Extremophiles,2016,2016/06/01,,,10.1007/s00792-016-0837-7
24414409,No Data,No Data,acidic solfatara>MESH:D011015,No Data,No Data,Ecology and habitats of extremophiles,"Kristjánsson JK, Hreggvidsson GO.",World J Microbiol Biotechnol. 1995 Jan;11(1):17-25. doi: 10.1007/BF00339134.,Kristjánsson JK,World J Microbiol Biotechnol,1995,2014/01/14,,,10.1007/BF00339134
29270851,No Data,No Data,alkaliphilic>No Data ; HaNhaD>No Data,lipid>MESH:D008055,Halomonas alkalicola>1930622;CICC 11012s>1930622;Escherichia coli>562,Genome sequencing and heterologous expression of antiporters reveal alkaline response mechanisms of Halomonas alkalicola,"Zhai L, Xie J, Lin Y, Cheng K, Wang L, Yue F, Guo J, Liu J, Yao S.",Extremophiles. 2018 Mar;22(2):221-231. doi: 10.1007/s00792-017-0991-6. Epub 2017 Dec 21.,Zhai L,Extremophiles,2018,2017/12/23,,,10.1007/s00792-017-0991-6
20640865,No Data,No Data,No Data,water>MESH:D014867;saline>MESH:D012965,No Data,Can zoosporic true fungi grow or survive in extreme or stressful environments?,"Gleason FH, Schmidt SK, Marano AV.",Extremophiles. 2010 Sep;14(5):417-25. doi: 10.1007/s00792-010-0323-6. Epub 2010 Jul 18.,Gleason FH,Extremophiles,2010,2010/07/20,,,10.1007/s00792-010-0323-6
33819431,No Data,No Data,No Data,Water>MESH:D014867;water>MESH:D014867;brine>MESH:C017082;NaCl brine>-,algae>569578,Water Activities of Acid Brine Lakes Approach the Limit for Life,"Benison KC, O'Neill WK, Blain D, Hallsworth JE.",Astrobiology. 2021 Jun;21(6):729-740. doi: 10.1089/ast.2020.2334. Epub 2021 Apr 5.,Benison KC,Astrobiology,2021,2021/04/05,PMC8219186,,10.1089/ast.2020.2334
36581887,No Data,No Data,alkaliphilic>No Data ; new alkaliphilic>MESH:C000657245,phenolic>MESH:C017616;lignin phenols>MESH:D008031;chlorine dioxide>MESH:C025109;phenols>MESH:D010636,No Data,Tailor-made alkaliphilic and thermostable fungal laccases for industrial wood processing,"Rodríguez-Escribano D, Pliego-Magán R, de Salas F, Aza P, Gentili P, Ihalainen P, Levée T, Meyer V, Petit-Conil M, Tapin-Lingua S, Lecourt M, Camarero S.",Biotechnol Biofuels Bioprod. 2022 Dec 29;15(1):149. doi: 10.1186/s13068-022-02247-2.,Rodríguez-Escribano D,Biotechnol Biofuels Bioprod,2022,2022/12/29,PMC9798632,,10.1186/s13068-022-02247-2
21605309,No Data,No Data,alkaliphilic>No Data,water>MESH:D014867;magnetite>MESH:D052203;sulfate>MESH:D013431,magnetotactic>2479342;Desulfonatronum thiodismutans>159290;magnetotactic bacterium>2479342,Isolation of obligately alkaliphilic magnetotactic bacteria from extremely alkaline environments,"Lefèvre CT, Frankel RB, Pósfai M, Prozorov T, Bazylinski DA.",Environ Microbiol. 2011 Aug;13(8):2342-50. doi: 10.1111/j.1462-2920.2011.02505.x. Epub 2011 May 23.,Lefèvre CT,Environ Microbiol,2011,2011/05/25,,,10.1111/j.1462-2920.2011.02505.x
34545451,No Data,No Data,No Data,carbon dioxide>MESH:D002245;Mycosporine>-,Fischerella sp>1191,"Growth and photosynthesis acclimated response of the cyanobacterium Fischerella sp. FS 18 exposed to extreme conditions: alkaline pH, limited irradiance, and carbon dioxide concentration","Shokravi S, Bahavar N.",Extremophiles. 2021 Nov;25(5-6):493-500. doi: 10.1007/s00792-021-01244-x. Epub 2021 Sep 20.,Shokravi S,Extremophiles,2021,2021/09/21,,,10.1007/s00792-021-01244-x
33925342,No Data,No Data,abiotic stresses>MESH:D000079225 ; dehydration>MESH:D003681 ; cold>MESH:D000067390 ; stress>MESH:D000079225,Abscisic Acid>MESH:D000040;Abscisic acid>MESH:D000040,Canavalia rosea>3825;C. rosea>3825;yeast>4932,"Genome-Wide Analysis of the Late Embryogenesis Abundant (LEA) and Abscisic Acid-, Stress-, and Ripening-Induced (ASR) Gene Superfamily from Canavalia rosea and Their Roles in Salinity/Alkaline and Drought Tolerance","Lin R, Zou T, Mei Q, Wang Z, Zhang M, Jian S.",Int J Mol Sci. 2021 Apr 27;22(9):4554. doi: 10.3390/ijms22094554.,Lin R,Int J Mol Sci,2021,2021/04/30,PMC8123667,,10.3390/ijms22094554
33208066,No Data,No Data,Cardiovascular Diseases>MESH:D002318 ; CVDs>MESH:D002318 ; stroke>MESH:D020521 ; vascular disease>MESH:D000783 ; ischemic heart disease>MESH:D003324 ; acute myocardial infarction>MESH:D009203 ; death>MESH:D003643,Serine>MESH:D012694;carbon>MESH:D002244;nitrogen>MESH:D009584;NaCl>MESH:D012965;fructose>MESH:D005632;CaCl2>MESH:D002122;ammonium sulphate>MESH:D000645;Ca2+>MESH:D000069285;Co2+>MESH:D002245;ethanol>MESH:D000431;acetone>MESH:D000096;Acetonitrile>MESH:C032159;butanol>MESH:D000440;DMSO>MESH:D004121;methanol>MESH:D000432;chloroform>MESH:D002725,Bacillus flexus>86664;B. flexus>86664;human>9606,Biosynthesis and Characterization of a Novel Fibrinolytic Alkaline Serine Protease from Newly Isolated Bacillus flexus BF12 for Biomedical Applications,"Raj TS, Athimoolam S, Vijayaraghavan P.",Curr Pharm Biotechnol. 2021;22(5):706-717. doi: 10.2174/1389201021666201117094714.,Raj TS,Curr Pharm Biotechnol,2021,2020/11/19,,,10.2174/1389201021666201117094714
9783168,No Data,No Data,Alkaliphilic Bacillus>MESH:D000881,ATP>MESH:D000255;malate>MESH:C030298;atp>MESH:D000255;succinate>MESH:D019802;glucose>MESH:D005947,Bacillus subtilis>1423;Bacillus firmus OF4>79885;B. subtilis>1423;B. firmus OF4>79885;Escherichia coli>562,pH homeostasis and ATP synthesis: studies of two processes that necessitate inward proton translocation in extremely alkaliphilic Bacillus species,"Krulwich TA, Ito M, Hicks DB, Gilmour R, Guffanti AA.",Extremophiles. 1998 Aug;2(3):217-22. doi: 10.1007/s007920050063.,Krulwich TA,Extremophiles,1998,1998/10/23,,,10.1007/s007920050063
34669438,No Data,No Data,No Data,Lignocellulose>MESH:C036909;lignin>MESH:D008031;carbon>MESH:D002244;glucose>MESH:D005947,Geobacillus thermoleovorans>33941;Geobacillus>33941;G. thermoleovorans>33941,Isolation and Characterization of Lignocellulose-Degrading Geobacillus thermoleovorans from Yellowstone National Park,"Meslé MM, Mueller RC, Peach J, Eilers B, Tripet BP, Bothner B, Copié V, Peyton BM.",Appl Environ Microbiol. 2022 Jan 11;88(1):e0095821. doi: 10.1128/AEM.00958-21. Epub 2021 Oct 20.,Meslé MM,Appl Environ Microbiol,2022,2021/10/20,PMC8752141,,10.1128/AEM.00958-21
32617733,No Data,No Data,No Data,azo dyes>MESH:D001391;metal>MESH:D008670;1-hydroxybenzotriazole>MESH:C011852;Xylidine>-;Methyl Orange>MESH:C100258,Thermus sp. 2.9>1577051,Fast decolorization of azo dyes in alkaline solutions by a thermostable metal-tolerant bacterial laccase and proposed degradation pathways,"Navas LE, Carballo R, Levin L, Berretta MF.",Extremophiles. 2020 Sep;24(5):705-719. doi: 10.1007/s00792-020-01186-w. Epub 2020 Jul 2.,Navas LE,Extremophiles,2020,2020/07/04,,,10.1007/s00792-020-01186-w
29958498,No Data,No Data,dehydration>MESH:D003681 ; extremophilic bacteria>MESH:C537702,ectoine>MESH:C045628;hydroxyectoine>MESH:C121557;water>MESH:D014867;TiO2>-,Horseradish>3704,Stabilization of dry protein coatings with compatible solutes,"Killian MS, Taylor AJ, Castner DG.",Biointerphases. 2018 Jun 29;13(6):06E401. doi: 10.1116/1.5031189.,Killian MS,Biointerphases,2018,2018/07/01,PMC6026024,,10.1116/1.5031189
35137260,No Data,No Data,No Data,salt>MESH:D012492;sodium chloride>MESH:D012965;saline>MESH:D012965;chloride>MESH:D002712;hydrogen carbonate>MESH:D001639;sulfate>MESH:D013431;carbonate>MESH:D002254;Sodium carbonate>MESH:C005686;sodium sulfate>MESH:C012036;salts>MESH:D012492,No Data,Anion-type modulates the effect of salt stress on saline lake bacteria,"Csitári B, Bedics A, Felföldi T, Boros E, Nagy H, Máthé I, Székely AJ.",Extremophiles. 2022 Feb 9;26(1):12. doi: 10.1007/s00792-022-01260-5.,Csitári B,Extremophiles,2022,2022/02/09,PMC8825391,,10.1007/s00792-022-01260-5
36000901,No Data,No Data,rheumatic disorders>MESH:D012216,Water>MESH:D014867;water>MESH:D014867;saline>MESH:D012965;sulfur>MESH:D013455;menadione>MESH:D024483;hydrogen peroxide>MESH:D006861;silver>MESH:D012834;uranium>MESH:D014501,Deinococcus radiodurans DSM 20539>1121384;patients>9606,Culturomics of Bacteria from Radon-Saturated Water of the World's Oldest Radium Mine,"Kapinusova G, Jani K, Smrhova T, Pajer P, Jarosova I, Suman J, Strejcek M, Uhlik O.",Microbiol Spectr. 2022 Oct 26;10(5):e0199522. doi: 10.1128/spectrum.01995-22. Epub 2022 Aug 24.,Kapinusova G,Microbiol Spectr,2022,2022/08/24,PMC9602452,,10.1128/spectrum.01995-22
34389775,No Data,No Data,Tokorhabditis>No Data ; Tokorhabditis tufae>No Data ; Auanema>No Data,hypersaline>-;arsenic>MESH:D001151,n. sp>37027,"Tokorhabditis n. gen. (Rhabditida, Rhabditidae), a comparative nematode model for extremophilic living","Kanzaki N, Yamashita T, Lee JS, Shih PY, Ragsdale EJ, Shinya R.",Sci Rep. 2021 Aug 13;11(1):16470. doi: 10.1038/s41598-021-95863-1.,Kanzaki N,Sci Rep,2021,2021/08/14,PMC8363662,,10.1038/s41598-021-95863-1
35661272,No Data,No Data,Evansella halocellulosilytica>No Data ; alkali-halotolerant>MESH:D006934,bauxite>MESH:D000537;NaCl>MESH:D012965;fatty acids>MESH:D005227;C15>MESH:C003946;meso-diaminopimelic acid>MESH:D003960;MK-7>MESH:C062629;menaquinone>MESH:D024482;diphosphatidylglycerol>MESH:D002308;phosphatidylmethylethanolamine>-;phosphatidylethanolamine>MESH:C483858;phosphatidylglycerol>MESH:D010715,No Data,"Evansella halocellulosilytica sp. nov., an alkali-halotolerant and cellulose-dissolving bacterium isolated from bauxite residue","Liu GH, Narsing Rao MP, Chen QQ, Che JM, Shi H, Liu B, Li WJ.",Extremophiles. 2022 Jun 4;26(2):19. doi: 10.1007/s00792-022-01267-y.,Liu GH,Extremophiles,2022,2022/06/06,,,10.1007/s00792-022-01267-y
35238571,No Data,No Data,No Data,Alpha- and Beta-Alanine>-;l-alpha-alanine>MESH:D000409;beta-alanine>MESH:D015091,No Data,Ice Recrystallization Inhibition by Amino Acids: The Curious Case of Alpha- and Beta-Alanine,"Warren MT, Galpin I, Bachtiger F, Gibson MI, Sosso GC.",J Phys Chem Lett. 2022 Mar 10;13(9):2237-2244. doi: 10.1021/acs.jpclett.1c04080. Epub 2022 Mar 3.,Warren MT,J Phys Chem Lett,2022,2022/03/03,PMC9007522,,10.1021/acs.jpclett.1c04080
36094301,No Data,No Data,KPD>MESH:D003922 ; cytotoxicity>MESH:D064420 ; infectious diseases>MESH:D003141,phospholipids>MESH:D010743;water>MESH:D014867;lipoteichoic acid>MESH:C009900;ATP>MESH:D000255,Clostridium intestinale stra>1294142;Pseudomonas aeruginosa PAO1>208964;Acinetobacter baumannii>470;mammalian>9606,A Novel Cryptic Clostridial Peptide That Kills Bacteria by a Cell Membrane Permeabilization Mechanism,"Szadkowska M, Olewniczak M, Kloska A, Jankowska E, Kapusta M, Rybak B, Wyrzykowski D, Zmudzinska W, Gieldon A, Kocot A, Kaczorowska AK, Nierzwicki L, Makowska J, Kaczorowski T, Plotka M.",Microbiol Spectr. 2022 Oct 26;10(5):e0165722. doi: 10.1128/spectrum.01657-22. Epub 2022 Sep 12.,Szadkowska M,Microbiol Spectr,2022,2022/09/12,PMC9602519,,10.1128/spectrum.01657-22
37577439,Ndh-2>1660,No Data,No Data,FOS-choline-12>MESH:D002794;NADH>MESH:D009243;ectoine>No Data;glycine>MESH:D005998,Caldalkalibacillus thermarum TA2.A1>986075;C. thermarum TA2.A1>986075,Membrane proteome of the thermoalkaliphile Caldalkalibacillus thermarum TA2.A1,"de Jong SI, Sorokin DY, van Loosdrecht MCM, Pabst M, McMillan DGG.",Front Microbiol. 2023 Jul 28;14:1228266. doi: 10.3389/fmicb.2023.1228266. eCollection 2023.,de Jong SI,Front Microbiol,2023,2023/08/14,PMC10416648,,10.3389/fmicb.2023.1228266
38010865,No Data,No Data,extremophile Exiguobacterium alkaliphilum VLP1>No Data,ammonium sulfate>MESH:D000645;30-60 C>MESH:C069837,Exiguobacterium alkaliphilum>1428684;chocolate>3641,Evaluation of a novel purified and characterized alkaline protease from the extremophile Exiguobacterium alkaliphilum VLP1 as a detergent additive,"Hemsinli A, Gurkok S.",Biotechnol J. 2024 Jan;19(1):e2300441. doi: 10.1002/biot.202300441. Epub 2023 Nov 30.,Hemsinli A,Biotechnol J,2024,2023/11/27,,,10.1002/biot.202300441
31564490,No Data,No Data,extremophile nematodes>MESH:D009349,Arsenic>MESH:D001151;arsenic>MESH:D001151;hypersaline>-;water>MESH:D014867;Auanema>-,human>9606;Caenorhabditis elegans>6239,Newly Identified Nematodes from Mono Lake Exhibit Extreme Arsenic Resistance,"Shih PY, Lee JS, Shinya R, Kanzaki N, Pires-daSilva A, Badroos JM, Goetz E, Sapir A, Sternberg PW.",Curr Biol. 2019 Oct 7;29(19):3339-3344.e4. doi: 10.1016/j.cub.2019.08.024. Epub 2019 Sep 26.,Shih PY,Curr Biol,2019,2019/10/01,,,10.1016/j.cub.2019.08.024
33090301,No Data,No Data,No Data,polycrystalline>-,Marinomonas primoryensis>178399,Effect of pH on the activity of ice-binding protein from Marinomonas primoryensis,"Delesky EA, Thomas PE, Charrier M, Cameron JC, Srubar WV 3rd.",Extremophiles. 2021 Jan;25(1):1-13. doi: 10.1007/s00792-020-01206-9. Epub 2020 Oct 22.,Delesky EA,Extremophiles,2021,2020/10/22,,,10.1007/s00792-020-01206-9
34256694,PIP1>856754,No Data,abiotic stress>MESH:D000079225,saline>MESH:D012965;water>MESH:D014867,Canavalia rosea>3825;Canavalia rosea (Sw.) DC>3825;C. rosea>3825;yeast>4932;Arabidopsis>3702,Genome-wide identification and expression analysis of aquaporin family in Canavalia rosea and their roles in the adaptation to saline-alkaline soils and drought stress,"Lin R, Zheng J, Pu L, Wang Z, Mei Q, Zhang M, Jian S.",BMC Plant Biol. 2021 Jul 13;21(1):333. doi: 10.1186/s12870-021-03034-1.,Lin R,BMC Plant Biol,2021,2021/07/14,PMC8278772,,10.1186/s12870-021-03034-1
37681980,No Data,No Data,haloalkaliphilic Geoalkalibacter>No Data,iron>MESH:D007501;haloalkaline>No Data;Fe3+>MESH:D007501;oxide>MESH:D010087;Fe2O3>MESH:D007501;Fe0>MESH:D007501;acetate>MESH:D000085;fumarate>MESH:D005650;Fe>MESH:D007501,No Data,The bidirectional extracellular electron transfer process aids iron cycling by Geoalkalibacter halelectricus in a highly saline-alkaline condition,"Yadav S, Sadhotra C, Patil SA.",Appl Environ Microbiol. 2023 Sep 8:e0060923. doi: 10.1128/aem.00609-23. Online ahead of print.,Yadav S,Appl Environ Microbiol,2023,2023/09/08,,,10.1128/aem.00609-23
9783169,vma3>856686,No Data,vacuolar pH>MESH:C536522 ; vacuolar H>MESH:C536522,6-carboxyfluorescein>MESH:C024098;sugars>MESH:D000073893;ethanol>MESH:D000431;glycerol>MESH:D005990;glucose>MESH:D005947;carbon>MESH:D002244;CO2>MESH:D002245,yeast>4932;Saccharomyces cerevisiae>4932,Analysis of intracellular pH in the yeast Saccharomyces cerevisiae under elevated hydrostatic pressure: a study in baro- (piezo-) physiology,"Abe F, Horikoshi K.",Extremophiles. 1998 Aug;2(3):223-8. doi: 10.1007/s007920050064.,Abe F,Extremophiles,1998,1998/10/23,,,10.1007/s007920050064
36131073,No Data,No Data,No Data,xylooligosaccharides>MESH:C570991;xylooligosdaccharides>-,Nicotiana benthamiana>4100;Escherichia coli>562;N. benthamiana>4100;E. coli>562,Expression of an extremophilic xylanase in Nicotiana benthamiana and its use for the production of prebiotic xylooligosaccharides,"Talens-Perales D, Nicolau-Sanus M, Polaina J, Daròs JA.",Sci Rep. 2022 Sep 21;12(1):15743. doi: 10.1038/s41598-022-19774-5.,Talens-Perales D,Sci Rep,2022,2022/09/21,PMC9492658,,10.1038/s41598-022-19774-5
