PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30796503","Genomics of Alkaliphiles","Lebre PH, Cowan DA.","Adv Biochem Eng Biotechnol. 2020;172:135-155. doi: 10.1007/10_2018_83.","Lebre PH","Adv Biochem Eng Biotechnol","2020","2019/02/24","","","10.1007/10_2018_83"
"22830585","Solvent-dependent gating motions of an extremophilic lipase from Pseudomonas aeruginosa","Johnson QR, Nellas RB, Shen T.","Biochemistry. 2012 Aug 7;51(31):6238-45. doi: 10.1021/bi300557y. Epub 2012 Jul 25.","Johnson QR","Biochemistry","2012","2012/07/27","","","10.1021/bi300557y"
"18427718","Prokaryotic diversity in one of the largest hypersaline coastal lagoons in the world","Clementino MM, Vieira RP, Cardoso AM, Nascimento AP, Silveira CB, Riva TC, Gonzalez AS, Paranhos R, Albano RM, Ventosa A, Martins OB.","Extremophiles. 2008 Jul;12(4):595-604. doi: 10.1007/s00792-008-0162-x. Epub 2008 Apr 22.","Clementino MM","Extremophiles","2008","2008/04/23","","","10.1007/s00792-008-0162-x"
"22559199","A comparative genomics perspective on the genetic content of the alkaliphilic haloarchaeon Natrialba magadii ATCC 43099T","Siddaramappa S, Challacombe JF, Decastro RE, Pfeiffer F, Sastre DE, Giménez MI, Paggi RA, Detter JC, Davenport KW, Goodwin LA, Kyrpides N, Tapia R, Pitluck S, Lucas S, Woyke T, Maupin-Furlow JA.","BMC Genomics. 2012 May 4;13:165. doi: 10.1186/1471-2164-13-165.","Siddaramappa S","BMC Genomics","2012","2012/05/08","PMC3403918","","10.1186/1471-2164-13-165"
"27737605","Production, characterization, and immobilization of partially purified surfactant-detergent and alkali-thermostable protease from newly isolated Aeromonas caviae","Datta S, Menon G, Varughese B.","Prep Biochem Biotechnol. 2017 Apr 21;47(4):349-356. doi: 10.1080/10826068.2016.1244688. Epub 2016 Oct 13.","Datta S","Prep Biochem Biotechnol","2017","2016/10/15","","","10.1080/10826068.2016.1244688"
"12382117","Increased stability of malate dehydrogenase from Halobacterium salinarum at low salt concentration in reverse micelles","Piera-Velázquez S, Marhuenda-Egea F, Cadenas E.","Extremophiles. 2002 Oct;6(5):407-12. doi: 10.1007/s00792-002-0272-9. Epub 2002 Jun 1.","Piera-Velázquez S","Extremophiles","2002","2002/10/17","","","10.1007/s00792-002-0272-9"
"24915287","Characterization of an alkali- and halide-resistant laccase expressed in E. coli: CotA from Bacillus clausii","Brander S, Mikkelsen JD, Kepp KP.","PLoS One. 2014 Jun 10;9(6):e99402. doi: 10.1371/journal.pone.0099402. eCollection 2014.","Brander S","PLoS One","2014","2014/06/11","PMC4051777","","10.1371/journal.pone.0099402"
"30400922","Anti-osteoporotic effects of mixed compositions of extracellular polymers isolated from Aureobasidium pullulans and Textoria morbifera in ovariectomized mice","Cho CS, Jeong HS, Kim IY, Jung GW, Ku BH, Park DC, Moon SB, Cho HR, Bashir KMI, Ku SK, Choi JS.","BMC Complement Altern Med. 2018 Nov 6;18(1):295. doi: 10.1186/s12906-018-2362-y.","Cho CS","BMC Complement Altern Med","2018","2018/11/08","PMC6220464","","10.1186/s12906-018-2362-y"
"17298474","Salt stress and plasma-membrane fluidity in selected extremophilic yeasts and yeast-like fungi","Turk M, Abramović Z, Plemenitas A, Gunde-Cimerman N.","FEMS Yeast Res. 2007 Jun;7(4):550-7. doi: 10.1111/j.1567-1364.2007.00209.x. Epub 2007 Feb 9.","Turk M","FEMS Yeast Res","2007","2007/02/15","","","10.1111/j.1567-1364.2007.00209.x"
"15064989","Bacterial diversity of the Inner Mongolian Baer Soda Lake as revealed by 16S rRNA gene sequence analyses","Ma Y, Zhang W, Xue Y, Zhou P, Ventosa A, Grant WD.","Extremophiles. 2004 Feb;8(1):45-51. doi: 10.1007/s00792-003-0358-z. Epub 2003 Oct 1.","Ma Y","Extremophiles","2004","2004/04/06","","","10.1007/s00792-003-0358-z"
"12215811","Diversity of Archaea in hypersaline environments characterized by molecular-phylogenetic and cultivation studies","Ochsenreiter T, Pfeifer F, Schleper C.","Extremophiles. 2002 Aug;6(4):267-74. doi: 10.1007/s00792-001-0253-4. Epub 2002 Mar 9.","Ochsenreiter T","Extremophiles","2002","2002/09/07","","","10.1007/s00792-001-0253-4"
"24996797","Cloning and identification of Group 1 mrp operon encoding a novel monovalent cation/proton antiporter system from the moderate halophile Halomonas zhaodongensis","Meng L, Hong S, Liu H, Huang H, Sun H, Xu T, Jiang J.","Extremophiles. 2014 Nov;18(6):963-72. doi: 10.1007/s00792-014-0666-5. Epub 2014 Jul 5.","Meng L","Extremophiles","2014","2014/07/06","","","10.1007/s00792-014-0666-5"
"22359317","Purification and characterization of a highly thermostable esterase from the actinobacterium Geodermatophilus obscurus strain G20","Jaouani A, Neifar M, Hamza A, Chaabouni S, Martinez MJ, Gtari M.","J Basic Microbiol. 2012 Dec;52(6):653-60. doi: 10.1002/jobm.201100428. Epub 2012 Feb 23.","Jaouani A","J Basic Microbiol","2012","2012/02/24","","","10.1002/jobm.201100428"
"24030483","Disproportionation of elemental sulfur by haloalkaliphilic bacteria from soda lakes","Poser A, Lohmayer R, Vogt C, Knoeller K, Planer-Friedrich B, Sorokin D, Richnow HH, Finster K.","Extremophiles. 2013 Nov;17(6):1003-12. doi: 10.1007/s00792-013-0582-0. Epub 2013 Sep 13.","Poser A","Extremophiles","2013","2013/09/14","","","10.1007/s00792-013-0582-0"
"17006740","Fusion of carbohydrate binding modules from Thermotoga neapolitana with a family 10 xylanase from Bacillus halodurans S7","Mamo G, Hatti-Kaul R, Mattiasson B.","Extremophiles. 2007 Jan;11(1):169-77. doi: 10.1007/s00792-006-0023-4. Epub 2006 Sep 28.","Mamo G","Extremophiles","2007","2006/09/29","","","10.1007/s00792-006-0023-4"
"26909467","Does Salicylic Acid (SA) Improve Tolerance to Salt Stress in Plants? A Study of SA Effects On Tomato Plant Growth, Water Dynamics, Photosynthesis, and Biochemical Parameters","Mimouni H, Wasti S, Manaa A, Gharbi E, Chalh A, Vandoorne B, Lutts S, Ben Ahmed H.","OMICS. 2016 Mar;20(3):180-90. doi: 10.1089/omi.2015.0161. Epub 2016 Feb 24.","Mimouni H","OMICS","2016","2016/02/25","","","10.1089/omi.2015.0161"
"26026992","Surface display of the thermophilic lipase Tm1350 on the spore of Bacillus subtilis by the CotB anchor protein","Chen H, Tian R, Ni Z, Zhang Q, Zhang T, Chen Z, Chen K, Yang S.","Extremophiles. 2015 Jul;19(4):799-808. doi: 10.1007/s00792-015-0755-0. Epub 2015 May 31.","Chen H","Extremophiles","2015","2015/06/01","","","10.1007/s00792-015-0755-0"
"18373061","Prokaryotic diversity of a Tunisian multipond solar saltern","Baati H, Guermazi S, Amdouni R, Gharsallah N, Sghir A, Ammar E.","Extremophiles. 2008 Jul;12(4):505-18. doi: 10.1007/s00792-008-0154-x. Epub 2008 Mar 29.","Baati H","Extremophiles","2008","2008/04/01","","","10.1007/s00792-008-0154-x"
"27142029","Properties of an ionic liquid-tolerant Bacillus amyloliquefaciens CMW1 and its extracellular protease","Kurata A, Senoo H, Ikeda Y, Kaida H, Matsuhara C, Kishimoto N.","Extremophiles. 2016 Jul;20(4):415-24. doi: 10.1007/s00792-016-0832-z. Epub 2016 May 3.","Kurata A","Extremophiles","2016","2016/05/05","","","10.1007/s00792-016-0832-z"
"12768450","Growth physiology and competitive interaction of obligately chemolithoautotrophic, haloalkaliphilic, sulfur-oxidizing bacteria from soda lakes","Sorokin DY, Banciu H, van Loosdrecht M, Kuenen JG.","Extremophiles. 2003 Jun;7(3):195-203. doi: 10.1007/s00792-002-0313-4. Epub 2003 Feb 8.","Sorokin DY","Extremophiles","2003","2003/05/28","","","10.1007/s00792-002-0313-4"
"15252724","Diversity and cold-active hydrolytic enzymes of culturable bacteria associated with Arctic sea ice, Spitzbergen","Groudieva T, Kambourova M, Yusef H, Royter M, Grote R, Trinks H, Antranikian G.","Extremophiles. 2004 Dec;8(6):475-88. doi: 10.1007/s00792-004-0409-0. Epub 2004 Jul 14.","Groudieva T","Extremophiles","2004","2004/07/15","","","10.1007/s00792-004-0409-0"
"14572091","Phenol and catechol biodegradation by the haloalkaliphile Halomonas campisalis: influence of pH and salinity","Alva VA, Peyton BM.","Environ Sci Technol. 2003 Oct 1;37(19):4397-402. doi: 10.1021/es0341844.","Alva VA","Environ Sci Technol","2003","2003/10/24","","","10.1021/es0341844"
"18309455","Influence of salts and pH on growth and activity of a novel facultatively alkaliphilic, extremely salt-tolerant, obligately chemolithoautotrophic sufur-oxidizing Gammaproteobacterium Thioalkalibacter halophilus gen. nov., sp. nov. from South-Western Siberian soda lakes","Banciu HL, Sorokin DY, Tourova TP, Galinski EA, Muntyan MS, Kuenen JG, Muyzer G.","Extremophiles. 2008 May;12(3):391-404. doi: 10.1007/s00792-008-0142-1. Epub 2008 Feb 29.","Banciu HL","Extremophiles","2008","2008/03/01","","","10.1007/s00792-008-0142-1"
"24859438","Microbial characterization of microbial ecosystems associated to evaporites domes of gypsum in Salar de Llamara in Atacama desert","Rasuk MC, Kurth D, Flores MR, Contreras M, Novoa F, Poire D, Farias ME.","Microb Ecol. 2014 Oct;68(3):483-94. doi: 10.1007/s00248-014-0431-4. Epub 2014 May 25.","Rasuk MC","Microb Ecol","2014","2014/05/27","","","10.1007/s00248-014-0431-4"
"27315164","Expression and functional analysis of two NhaD type antiporters from the halotolerant and alkaliphilic Halomonas sp. Y2","Cui Y, Cheng B, Meng Y, Li C, Yin H, Xu P, Yang C.","Extremophiles. 2016 Sep;20(5):631-9. doi: 10.1007/s00792-016-0852-8. Epub 2016 Jun 17.","Cui Y","Extremophiles","2016","2016/06/18","","","10.1007/s00792-016-0852-8"
"25496221","Exposure of two Eutrema salsugineum (Thellungiella salsuginea) accessions to water deficits reveals different coping strategies in response to drought","MacLeod MJ, Dedrick J, Ashton C, Sung WW, Champigny MJ, Weretilnyk EA.","Physiol Plant. 2015 Nov;155(3):267-80. doi: 10.1111/ppl.12316. Epub 2015 Jan 19.","MacLeod MJ","Physiol Plant","2015","2014/12/16","","","10.1111/ppl.12316"
"19888547","Novel ultramicrobacterial isolates from a deep Greenland ice core represent a proposed new species, Chryseobacterium greenlandense sp. nov","Loveland-Curtze J, Miteva V, Brenchley J.","Extremophiles. 2010 Jan;14(1):61-9. doi: 10.1007/s00792-009-0287-6. Epub 2009 Nov 4.","Loveland-Curtze J","Extremophiles","2010","2009/11/06","","","10.1007/s00792-009-0287-6"
"24375141","Identification and upregulation of biosynthetic genes required for accumulation of Mycosporine-2-glycine under salt stress conditions in the halotolerant cyanobacterium Aphanothece halophytica","Waditee-Sirisattha R, Kageyama H, Sopun W, Tanaka Y, Takabe T.","Appl Environ Microbiol. 2014 Mar;80(5):1763-9. doi: 10.1128/AEM.03729-13. Epub 2013 Dec 27.","Waditee-Sirisattha R","Appl Environ Microbiol","2014","2013/12/31","PMC3957624","","10.1128/AEM.03729-13"
"26696418","Purification and characterization of an extracellular haloalkaline serine protease from the moderately halophilic bacterium, Bacillus iranensis (X5B)","Ghafoori H, Askari M, Sarikhan S.","Extremophiles. 2016 Mar;20(2):115-23. doi: 10.1007/s00792-015-0804-8. Epub 2015 Dec 23.","Ghafoori H","Extremophiles","2016","2015/12/24","","","10.1007/s00792-015-0804-8"
"11878564","A novel species of alkaliphilic Bacillus that produces an oxidatively stable alkaline serine protease","Saeki K, Hitomi J, Okuda M, Hatada Y, Kageyama Y, Takaiwa M, Kubota H, Hagihara H, Kobayashi T, Kawai S, Ito S.","Extremophiles. 2002 Feb;6(1):65-72. doi: 10.1007/s007920100224.","Saeki K","Extremophiles","2002","2002/03/07","","","10.1007/s007920100224"
"22212656","The third plasmid pVV8 from Thermus thermophilus HB8: isolation, characterization, and sequence determination","Ohtani N, Tomita M, Itaya M.","Extremophiles. 2012 Mar;16(2):237-44. doi: 10.1007/s00792-011-0424-x. Epub 2012 Jan 3.","Ohtani N","Extremophiles","2012","2012/01/04","","","10.1007/s00792-011-0424-x"
"31218179","Statistical optimization of cultural medium composition of thermoalkalophilic lipase produced by a chemically induced mutant strain of Bacillus atrophaeus FSHM2","Ameri A, Shakibaie M, Sahami Z, Khoobi M, Forootanfar H.","3 Biotech. 2019 Jul;9(7):268. doi: 10.1007/s13205-019-1789-2. Epub 2019 Jun 15.","Ameri A","3 Biotech","2019","2019/06/21","PMC6571094","","10.1007/s13205-019-1789-2"
"19536453","Enrichment and isolation of Bacillus beveridgei sp. nov., a facultative anaerobic haloalkaliphile from Mono Lake, California, that respires oxyanions of tellurium, selenium, and arsenic","Baesman SM, Stolz JF, Kulp TR, Oremland RS.","Extremophiles. 2009 Jul;13(4):695-705. doi: 10.1007/s00792-009-0257-z. Epub 2009 Jun 18.","Baesman SM","Extremophiles","2009","2009/06/19","","","10.1007/s00792-009-0257-z"
"20543878","Characterization of growth and metabolism of the haloalkaliphile Natronomonas pharaonis","Gonzalez O, Oberwinkler T, Mansueto L, Pfeiffer F, Mendoza E, Zimmer R, Oesterhelt D.","PLoS Comput Biol. 2010 Jun 3;6(6):e1000799. doi: 10.1371/journal.pcbi.1000799.","Gonzalez O","PLoS Comput Biol","2010","2010/06/15","PMC2881530","","10.1371/journal.pcbi.1000799"
"12892493","Purification and characterization of a novel thermo-alkali-stable catalase from Thermus brockianus","Thompson VS, Schaller KD, Apel WA.","Biotechnol Prog. 2003 Jul-Aug;19(4):1292-9. doi: 10.1021/bp034040t.","Thompson VS","Biotechnol Prog","2003","2003/08/02","","","10.1021/bp034040t"
"21607550","Bacterial diversity in five Icelandic geothermal waters: temperature and sinter growth rate effects","Tobler DJ, Benning LG.","Extremophiles. 2011 Jul;15(4):473-85. doi: 10.1007/s00792-011-0378-z. Epub 2011 May 24.","Tobler DJ","Extremophiles","2011","2011/05/25","","","10.1007/s00792-011-0378-z"
"21555270","Physiological and anatomical adaptations induced by flooding in Cotula coronopifolia","Smaoui A, Jouini J, Rabhi M, Bouzaien G, Albouchi A, Abdelly C.","Acta Biol Hung. 2011 Jun;62(2):182-93. doi: 10.1556/ABiol.62.2011.2.8.","Smaoui A","Acta Biol Hung","2011","2011/05/11","","","10.1556/ABiol.62.2011.2.8"
"26543264","Phylogenetic Profiling and Diversity of Bacterial Communities in the Death Valley, an Extreme Habitat in the Atacama Desert","Piubeli F, de Lourdes Moreno M, Kishi LT, Henrique-Silva F, García MT, Mellado E.","Indian J Microbiol. 2015 Dec;55(4):392-9. doi: 10.1007/s12088-015-0539-3. Epub 2015 Jun 23.","Piubeli F","Indian J Microbiol","2015","2015/11/07","PMC4627947","","10.1007/s12088-015-0539-3"
"26901506","Exogenous proline mediates alleviation of cadmium stress by promoting photosynthetic activity, water status and antioxidative enzymes activities of young date palm (Phoenix dactylifera L.)","Zouari M, Ben Ahmed Ch, Zorrig W, Elloumi N, Rabhi M, Delmail D, Ben Rouina B, Labrousse P, Ben Abdallah F.","Ecotoxicol Environ Saf. 2016 Jun;128:100-8. doi: 10.1016/j.ecoenv.2016.02.015. Epub 2016 Feb 20.","Zouari M","Ecotoxicol Environ Saf","2016","2016/02/23","","","10.1016/j.ecoenv.2016.02.015"
"26439615","Structural characterization of amphiphilic siderophores produced by a soda lake isolate, Halomonas sp. SL01, reveals cysteine-, phenylalanine- and proline-containing head groups","Figueroa LO, Schwarz B, Richards AM.","Extremophiles. 2015 Nov;19(6):1183-92. doi: 10.1007/s00792-015-0790-x. Epub 2015 Oct 6.","Figueroa LO","Extremophiles","2015","2015/10/07","","","10.1007/s00792-015-0790-x"
"26337149","Bacterial abundance, processes and diversity responses to acidification at a coastal CO2 vent","Burrell TJ, Maas EW, Hulston DA, Law CS.","FEMS Microbiol Lett. 2015 Sep;362(18):fnv154. doi: 10.1093/femsle/fnv154. Epub 2015 Sep 3.","Burrell TJ","FEMS Microbiol Lett","2015","2015/09/05","","","10.1093/femsle/fnv154"
"12728359","Tindallia californiensis sp. nov., a new anaerobic, haloalkaliphilic, spore-forming acetogen isolated from Mono Lake in California","Pikuta EV, Hoover RB, Bej AK, Marsic D, Detkova EN, Whitman WB, Krader P.","Extremophiles. 2003 Aug;7(4):327-34. doi: 10.1007/s00792-003-0326-7. Epub 2003 May 1.","Pikuta EV","Extremophiles","2003","2003/05/03","","","10.1007/s00792-003-0326-7"
"18385928","Novel halophilic aerobic anoxygenic phototrophs from a Canadian hypersaline spring system","Csotonyi JT, Swiderski J, Stackebrandt E, Yurkov VV.","Extremophiles. 2008 Jul;12(4):529-39. doi: 10.1007/s00792-008-0156-8. Epub 2008 Apr 3.","Csotonyi JT","Extremophiles","2008","2008/04/04","","","10.1007/s00792-008-0156-8"
"22052561","A novel, extremely alkaliphilic and cold-active esterase from Antarctic desert soil","Hu XP, Heath C, Taylor MP, Tuffin M, Cowan D.","Extremophiles. 2012 Jan;16(1):79-86. doi: 10.1007/s00792-011-0407-y. Epub 2011 Nov 4.","Hu XP","Extremophiles","2012","2011/11/05","","","10.1007/s00792-011-0407-y"
"19840102","Limits of life in hostile environments: no barriers to biosphere function?","Williams JP, Hallsworth JE.","Environ Microbiol. 2009 Dec;11(12):3292-308. doi: 10.1111/j.1462-2920.2009.02079.x. Epub 2009 Oct 16.","Williams JP","Environ Microbiol","2009","2009/10/21","PMC2810447","","10.1111/j.1462-2920.2009.02079.x"
"29689924","A new species of Enchytraeus (Enchytraeidae, Oligochaeta) from the profundal of Lake Van, the world's largest soda Lake (Turkey, East Anatolia)","Arslan N, Timm T, Rojo V, VizcaÍno A, Schmelz RM.","Zootaxa. 2018 Feb 21;4382(2):367-380. doi: 10.11646/zootaxa.4382.2.8.","Arslan N","Zootaxa","2018","2018/04/26","","","10.11646/zootaxa.4382.2.8"
"19625440","Caldanaerovirga acetigignens gen. nov., sp. nov., an anaerobic xylanolytic, alkalithermophilic bacterium isolated from Trego Hot Spring, Nevada, USA","Wagner ID, Ahmed S, Zhao W, Zhang CL, Romanek CS, Rohde M, Wiegel J.","Int J Syst Evol Microbiol. 2009 Nov;59(Pt 11):2685-91. doi: 10.1099/ijs.0.005207-0. Epub 2009 Jul 22.","Wagner ID","Int J Syst Evol Microbiol","2009","2009/07/24","","","10.1099/ijs.0.005207-0"
"16642262","Molecular phylogenetic and chemical analyses of the microbial mats in deep-sea cold seep sediments at the northeastern Japan Sea","Arakawa S, Sato T, Sato R, Zhang J, Gamo T, Tsunogai U, Hirota A, Yoshida Y, Usami R, Inagaki F, Kato C.","Extremophiles. 2006 Aug;10(4):311-9. doi: 10.1007/s00792-005-0501-0. Epub 2006 Apr 27.","Arakawa S","Extremophiles","2006","2006/04/28","","","10.1007/s00792-005-0501-0"
"24297704","Cloning and identification of a novel NhaD-type Na+/H+ antiporter from metagenomic DNA of the halophilic bacteria in soil samples around Daban Salt Lake","Zhang H, Wang Z, Wang L, Mu R, Zou Z, Yuan K, Wang Y, Wu H, Jiang J, Yang L.","Extremophiles. 2014 Jan;18(1):89-98. doi: 10.1007/s00792-013-0600-2. Epub 2013 Dec 3.","Zhang H","Extremophiles","2014","2013/12/04","","","10.1007/s00792-013-0600-2"
"9672687","Pyrococcus horikoshii sp. nov., a hyperthermophilic archaeon isolated from a hydrothermal vent at the Okinawa Trough","González JM, Masuchi Y, Robb FT, Ammerman JW, Maeder DL, Yanagibayashi M, Tamaoka J, Kato C.","Extremophiles. 1998 May;2(2):123-30. doi: 10.1007/s007920050051.","González JM","Extremophiles","1998","1998/07/22","","","10.1007/s007920050051"
"21479878","Culturable diversity of lithotrophic haloalkaliphilic sulfate-reducing bacteria in soda lakes and the description of Desulfonatronum thioautotrophicum sp. nov., Desulfonatronum thiosulfatophilum sp. nov., Desulfonatronovibrio thiodismutans sp. nov., and Desulfonatronovibrio magnus sp. nov","Sorokin DY, Tourova TP, Kolganova TV, Detkova EN, Galinski EA, Muyzer G.","Extremophiles. 2011 May;15(3):391-401. doi: 10.1007/s00792-011-0370-7. Epub 2011 Apr 11.","Sorokin DY","Extremophiles","2011","2011/04/12","PMC3084936","","10.1007/s00792-011-0370-7"
"27283019","Profile of microbial communities on carbonate stones of the medieval church of San Leonardo di Siponto (Italy) by Illumina-based deep sequencing","Chimienti G, Piredda R, Pepe G, van der Werf ID, Sabbatini L, Crecchio C, Ricciuti P, D'Erchia AM, Manzari C, Pesole G.","Appl Microbiol Biotechnol. 2016 Oct;100(19):8537-48. doi: 10.1007/s00253-016-7656-8. Epub 2016 Jun 9.","Chimienti G","Appl Microbiol Biotechnol","2016","2016/06/11","","","10.1007/s00253-016-7656-8"
"26791382","Disruption of the gene encoding restriction endonuclease SuaI and development of a host-vector system for the thermoacidophilic archaeon Sulfolobus acidocaldarius","Suzuki S, Kurosawa N.","Extremophiles. 2016 Mar;20(2):139-48. doi: 10.1007/s00792-016-0807-0. Epub 2016 Jan 20.","Suzuki S","Extremophiles","2016","2016/01/22","","","10.1007/s00792-016-0807-0"
"30656425","Physico-chemical approach to adhesion of Alicyclobacillus cells and spores to model solid materials","Strejc J, Kyselova L, Cadkova A, Potocar T, Branyik T.","Extremophiles. 2019 Mar;23(2):219-227. doi: 10.1007/s00792-019-01075-x. Epub 2019 Jan 17.","Strejc J","Extremophiles","2019","2019/01/19","","","10.1007/s00792-019-01075-x"
"22588563","Amino acid-assimilating phototrophic heliobacteria from soda lake environments: Heliorestis acidaminivorans sp. nov. and 'Candidatus Heliomonas lunata'","Asao M, Takaichi S, Madigan MT.","Extremophiles. 2012 Jul;16(4):585-95. doi: 10.1007/s00792-012-0458-8. Epub 2012 May 16.","Asao M","Extremophiles","2012","2012/05/17","","","10.1007/s00792-012-0458-8"
"15332861","Novel sesquiterpenoid matrix metalloproteinase-3 inhibitors from an acid mine waste extremophile","Stierle AA, Stierle DB, Kemp K.","J Nat Prod. 2004 Aug;67(8):1392-5. doi: 10.1021/np049975d.","Stierle AA","J Nat Prod","2004","2004/08/31","","","10.1021/np049975d"
"23625082","The ice nucleation activity of extremophilic algae","Kviderova J, Hajek J, Worland RM.","Cryo Letters. 2013 Mar-Apr;34(2):137-48.","Kviderova J","Cryo Letters","2013","2013/04/30","","",""
"18769867","Natronobacillus azotifigens gen. nov., sp. nov., an anaerobic diazotrophic haloalkaliphile from soda-rich habitats","Sorokin ID, Zadorina EV, Kravchenko IK, Boulygina ES, Tourova TP, Sorokin DY.","Extremophiles. 2008 Nov;12(6):819-27. doi: 10.1007/s00792-008-0188-0. Epub 2008 Sep 4.","Sorokin ID","Extremophiles","2008","2008/09/05","","","10.1007/s00792-008-0188-0"
"18452025","Heterotrophic denitrification at extremely high salt and pH by haloalkaliphilic Gammaproteobacteria from hypersaline soda lakes","Shapovalova AA, Khijniak TV, Tourova TP, Muyzer G, Sorokin DY.","Extremophiles. 2008 Sep;12(5):619-25. doi: 10.1007/s00792-008-0166-6. Epub 2008 May 2.","Shapovalova AA","Extremophiles","2008","2008/05/03","PMC2525850","","10.1007/s00792-008-0166-6"
"10741837","Halomonas magadii sp. nov., a new member of the genus Halomonas, isolated from a soda lake of the East African Rift Valley","Duckworth AW, Grant WD, Jones BE, Meijer D, Márquez MC, Ventosa A.","Extremophiles. 2000 Feb;4(1):53-60. doi: 10.1007/s007920050007.","Duckworth AW","Extremophiles","2000","2000/03/31","","","10.1007/s007920050007"
"22367932","Stratified distribution of nutrients and extremophile biota within freshwater ice covering the surface of Lake Baikal","Bondarenko NA, Belykh OI, Golobokova LP, Artemyeva OV, Logacheva NF, Tikhonova IV, Lipko IA, Kostornova TY, Parfenova VV, Khodzher TV, Ahn TS, Zo YG.","J Microbiol. 2012 Feb;50(1):8-16. doi: 10.1007/s12275-012-1251-1. Epub 2012 Feb 27.","Bondarenko NA","J Microbiol","2012","2012/02/28","","","10.1007/s12275-012-1251-1"
"15316858","Characterization and gene cloning of a novel beta-mannanase from alkaliphilic Bacillus sp. N16-5","Ma Y, Xue Y, Dou Y, Xu Z, Tao W, Zhou P.","Extremophiles. 2004 Dec;8(6):447-54. doi: 10.1007/s00792-004-0405-4. Epub 2004 Aug 14.","Ma Y","Extremophiles","2004","2004/08/19","","","10.1007/s00792-004-0405-4"
"27209523","Cloning, expression and characterization of a novel cold-active and organic solvent-tolerant esterase from Monascus ruber M7","Guo H, Zhang Y, Shao Y, Chen W, Chen F, Li M.","Extremophiles. 2016 Jul;20(4):451-9. doi: 10.1007/s00792-016-0835-9. Epub 2016 May 21.","Guo H","Extremophiles","2016","2016/05/23","","","10.1007/s00792-016-0835-9"
"32321943","Animal bioturbation preserved in Pleistocene magadiite at Lake Magadi, Kenya Rift Valley, and its implications for the depositional environment of bedded magadiite","Buatois LA, Renaut RW, Owen RB, Behrensmeyer AK, Scott JJ.","Sci Rep. 2020 Apr 22;10(1):6794. doi: 10.1038/s41598-020-63505-7.","Buatois LA","Sci Rep","2020","2020/04/24","PMC7176717","","10.1038/s41598-020-63505-7"
"31048216","Recovery aptitude of the halophyte Cakile maritima upon water deficit stress release is sustained by extensive modulation of the leaf proteome","Farhat N, Belghith I, Senkler J, Hichri S, Abdelly C, Braun HP, Debez A.","Ecotoxicol Environ Saf. 2019 Sep 15;179:198-211. doi: 10.1016/j.ecoenv.2019.04.072. Epub 2019 Apr 29.","Farhat N","Ecotoxicol Environ Saf","2019","2019/05/04","","","10.1016/j.ecoenv.2019.04.072"
"15127306","Anaerobic, alkaliphilic, saccharolytic bacterium Alkalibacter saccharofermentans gen. nov., sp. nov. from a soda lake in the Transbaikal region of Russia","Garnova ES, Zhilina TN, Tourova TP, Kostrikina NA, Zavarzin GA.","Extremophiles. 2004 Aug;8(4):309-16. doi: 10.1007/s00792-004-0390-7. Epub 2004 May 1.","Garnova ES","Extremophiles","2004","2004/05/06","","","10.1007/s00792-004-0390-7"
"11029415","Two-dimensional gel electrophoresis analyses of pH-dependent protein expression in facultatively alkaliphilic Bacillus pseudofirmus OF4 lead to characterization of an S-layer protein with a role in alkaliphily","Gilmour R, Messner P, Guffanti AA, Kent R, Scheberl A, Kendrick N, Krulwich TA.","J Bacteriol. 2000 Nov;182(21):5969-81. doi: 10.1128/JB.182.21.5969-5981.2000.","Gilmour R","J Bacteriol","2000","2000/10/13","PMC94729","","10.1128/JB.182.21.5969-5981.2000"
"12932132","A novel 5-HT receptor ligand and related cytotoxic compounds from an acid mine waste extremophile","Stierle AA, Stierle DB, Goldstein E, Parker K, Bugni T, Baarson C, Gress J, Blake D.","J Nat Prod. 2003 Aug;66(8):1097-100. doi: 10.1021/np030044w.","Stierle AA","J Nat Prod","2003","2003/08/23","","","10.1021/np030044w"
"27920761","Diversity and Distribution of Phenol Oxidase Producing Fungi from Soda Lake and Description of Curvularia lonarensis sp. nov","Sharma R, Prakash O, Sonawane MS, Nimonkar Y, Golellu PB, Sharma R.","Front Microbiol. 2016 Nov 22;7:1847. doi: 10.3389/fmicb.2016.01847. eCollection 2016.","Sharma R","Front Microbiol","2016","2016/12/07","PMC5118452","","10.3389/fmicb.2016.01847"
"15999222","Degradation of crude oil by an arctic microbial consortium","Deppe U, Richnow HH, Michaelis W, Antranikian G.","Extremophiles. 2005 Dec;9(6):461-70. doi: 10.1007/s00792-005-0463-2. Epub 2005 Jul 6.","Deppe U","Extremophiles","2005","2005/07/07","","","10.1007/s00792-005-0463-2"
"17215355","Neutron scattering reveals extremely slow cell water in a Dead Sea organism","Tehei M, Franzetti B, Wood K, Gabel F, Fabiani E, Jasnin M, Zamponi M, Oesterhelt D, Zaccai G, Ginzburg M, Ginzburg BZ.","Proc Natl Acad Sci U S A. 2007 Jan 16;104(3):766-71. doi: 10.1073/pnas.0601639104. Epub 2007 Jan 10.","Tehei M","Proc Natl Acad Sci U S A","2007","2007/01/12","PMC1783388","","10.1073/pnas.0601639104"
